region,area,hhid,thogar,factor
metropolitana,urbana,1.0,4.0,541.0
metropolitana,urbana,2.0,3.0,541.0
metropolitana,urbana,3.0,6.0,541.0
metropolitana,urbana,4.0,1.0,541.0
metropolitana,urbana,5.0,3.0,541.0
metropolitana,urbana,6.0,5.0,541.0
metropolitana,urbana,7.0,3.0,541.0
metropolitana,urbana,8.0,3.0,541.0
metropolitana,urbana,9.0,2.0,305.0
metropolitana,urbana,10.0,5.0,305.0
metropolitana,urbana,11.0,6.0,305.0
metropolitana,urbana,12.0,4.0,305.0
metropolitana,urbana,13.0,3.0,305.0
metropolitana,urbana,14.0,2.0,305.0
metropolitana,urbana,15.0,5.0,593.0
metropolitana,urbana,16.0,1.0,593.0
metropolitana,urbana,17.0,1.0,593.0
metropolitana,urbana,18.0,10.0,593.0
metropolitana,urbana,19.0,2.0,593.0
metropolitana,urbana,20.0,2.0,593.0
metropolitana,urbana,21.0,2.0,593.0
metropolitana,urbana,22.0,1.0,593.0
metropolitana,urbana,23.0,4.0,593.0
metropolitana,urbana,24.0,4.0,700.0
metropolitana,urbana,25.0,2.0,700.0
metropolitana,urbana,26.0,5.0,700.0
metropolitana,urbana,27.0,3.0,700.0
metropolitana,urbana,28.0,2.0,700.0
metropolitana,urbana,29.0,5.0,700.0
metropolitana,urbana,30.0,4.0,700.0
metropolitana,urbana,31.0,3.0,700.0
metropolitana,urbana,32.0,5.0,700.0
metropolitana,urbana,33.0,3.0,700.0
metropolitana,urbana,34.0,2.0,700.0
metropolitana,urbana,35.0,1.0,700.0
metropolitana,urbana,36.0,4.0,706.0
metropolitana,urbana,37.0,5.0,706.0
metropolitana,urbana,38.0,4.0,706.0
metropolitana,urbana,39.0,2.0,706.0
metropolitana,urbana,40.0,3.0,706.0
metropolitana,urbana,41.0,4.0,706.0
metropolitana,urbana,42.0,4.0,706.0
metropolitana,urbana,43.0,5.0,706.0
metropolitana,urbana,44.0,2.0,706.0
metropolitana,urbana,45.0,5.0,706.0
metropolitana,urbana,46.0,3.0,679.0
metropolitana,urbana,47.0,4.0,679.0
metropolitana,urbana,48.0,4.0,679.0
metropolitana,urbana,49.0,1.0,679.0
metropolitana,urbana,50.0,6.0,679.0
metropolitana,urbana,51.0,6.0,679.0
metropolitana,urbana,52.0,8.0,679.0
metropolitana,urbana,53.0,2.0,679.0
metropolitana,urbana,54.0,5.0,724.0
metropolitana,urbana,55.0,4.0,724.0
metropolitana,urbana,56.0,3.0,724.0
metropolitana,urbana,57.0,3.0,724.0
metropolitana,urbana,58.0,3.0,724.0
metropolitana,urbana,59.0,3.0,724.0
metropolitana,urbana,60.0,2.0,724.0
metropolitana,urbana,61.0,3.0,724.0
metropolitana,urbana,62.0,4.0,724.0
metropolitana,urbana,63.0,3.0,1241.0
metropolitana,urbana,64.0,3.0,1241.0
metropolitana,urbana,65.0,5.0,1241.0
metropolitana,urbana,66.0,3.0,1241.0
metropolitana,urbana,67.0,4.0,1241.0
metropolitana,urbana,68.0,3.0,1241.0
metropolitana,urbana,69.0,4.0,1241.0
metropolitana,urbana,70.0,4.0,237.0
metropolitana,urbana,71.0,3.0,237.0
metropolitana,urbana,72.0,3.0,237.0
metropolitana,urbana,73.0,2.0,237.0
metropolitana,urbana,74.0,3.0,237.0
metropolitana,urbana,75.0,3.0,237.0
metropolitana,urbana,76.0,5.0,237.0
metropolitana,urbana,77.0,6.0,282.0
metropolitana,urbana,78.0,3.0,282.0
metropolitana,urbana,79.0,6.0,282.0
metropolitana,urbana,80.0,3.0,282.0
metropolitana,urbana,81.0,5.0,282.0
metropolitana,urbana,82.0,4.0,282.0
metropolitana,urbana,83.0,2.0,282.0
metropolitana,urbana,84.0,4.0,211.0
metropolitana,urbana,85.0,3.0,211.0
metropolitana,urbana,86.0,2.0,211.0
metropolitana,urbana,87.0,1.0,211.0
metropolitana,urbana,88.0,1.0,211.0
metropolitana,urbana,89.0,4.0,211.0
metropolitana,urbana,90.0,2.0,211.0
metropolitana,urbana,91.0,3.0,211.0
metropolitana,urbana,92.0,1.0,211.0
metropolitana,urbana,93.0,3.0,211.0
metropolitana,urbana,94.0,3.0,334.0
metropolitana,urbana,95.0,4.0,334.0
metropolitana,urbana,96.0,8.0,334.0
metropolitana,urbana,97.0,6.0,334.0
metropolitana,urbana,98.0,2.0,334.0
metropolitana,urbana,99.0,3.0,334.0
metropolitana,urbana,100.0,3.0,334.0
metropolitana,urbana,101.0,5.0,729.0
metropolitana,urbana,102.0,3.0,729.0
metropolitana,urbana,103.0,2.0,729.0
metropolitana,urbana,104.0,2.0,729.0
metropolitana,urbana,105.0,3.0,729.0
metropolitana,urbana,106.0,3.0,729.0
metropolitana,urbana,107.0,6.0,729.0
metropolitana,urbana,108.0,3.0,480.0
metropolitana,urbana,109.0,1.0,480.0
metropolitana,urbana,110.0,3.0,480.0
metropolitana,urbana,111.0,3.0,480.0
metropolitana,urbana,112.0,1.0,480.0
metropolitana,urbana,113.0,3.0,480.0
metropolitana,urbana,114.0,10.0,480.0
metropolitana,urbana,115.0,9.0,480.0
metropolitana,urbana,116.0,3.0,630.0
metropolitana,urbana,117.0,6.0,630.0
metropolitana,urbana,118.0,5.0,630.0
metropolitana,urbana,119.0,5.0,630.0
metropolitana,urbana,120.0,9.0,630.0
metropolitana,urbana,121.0,3.0,630.0
metropolitana,urbana,122.0,4.0,630.0
metropolitana,urbana,123.0,4.0,630.0
metropolitana,urbana,124.0,3.0,2676.0
metropolitana,urbana,125.0,2.0,2676.0
metropolitana,urbana,126.0,6.0,2676.0
metropolitana,urbana,127.0,3.0,2676.0
metropolitana,urbana,128.0,6.0,2676.0
metropolitana,urbana,129.0,8.0,2676.0
metropolitana,urbana,130.0,6.0,2676.0
metropolitana,urbana,131.0,3.0,2676.0
metropolitana,urbana,132.0,5.0,2676.0
metropolitana,urbana,133.0,4.0,2676.0
metropolitana,urbana,134.0,3.0,977.0
metropolitana,urbana,135.0,7.0,977.0
metropolitana,urbana,136.0,8.0,977.0
metropolitana,urbana,137.0,4.0,977.0
metropolitana,urbana,138.0,4.0,977.0
metropolitana,urbana,139.0,8.0,977.0
metropolitana,urbana,140.0,4.0,977.0
metropolitana,urbana,141.0,1.0,977.0
metropolitana,urbana,142.0,2.0,977.0
metropolitana,urbana,143.0,7.0,977.0
metropolitana,urbana,144.0,2.0,661.0
metropolitana,urbana,145.0,1.0,661.0
metropolitana,urbana,146.0,7.0,661.0
metropolitana,urbana,147.0,3.0,661.0
metropolitana,urbana,148.0,5.0,661.0
metropolitana,urbana,149.0,4.0,661.0
metropolitana,urbana,150.0,1.0,661.0
metropolitana,urbana,151.0,3.0,661.0
metropolitana,urbana,152.0,2.0,661.0
metropolitana,urbana,153.0,1.0,661.0
metropolitana,urbana,154.0,9.0,491.0
metropolitana,urbana,155.0,4.0,491.0
metropolitana,urbana,156.0,2.0,491.0
metropolitana,urbana,157.0,4.0,491.0
metropolitana,urbana,158.0,5.0,491.0
metropolitana,urbana,159.0,1.0,491.0
metropolitana,urbana,160.0,2.0,491.0
metropolitana,urbana,161.0,6.0,188.0
metropolitana,urbana,162.0,4.0,188.0
metropolitana,urbana,163.0,4.0,188.0
metropolitana,urbana,164.0,5.0,188.0
metropolitana,urbana,165.0,3.0,188.0
metropolitana,urbana,166.0,3.0,188.0
metropolitana,urbana,167.0,5.0,188.0
metropolitana,urbana,168.0,2.0,188.0
metropolitana,urbana,169.0,7.0,301.0
metropolitana,urbana,170.0,1.0,301.0
metropolitana,urbana,171.0,3.0,301.0
metropolitana,urbana,172.0,6.0,301.0
metropolitana,urbana,173.0,3.0,301.0
metropolitana,urbana,174.0,5.0,301.0
metropolitana,urbana,175.0,1.0,668.0
metropolitana,urbana,176.0,3.0,668.0
metropolitana,urbana,177.0,5.0,668.0
metropolitana,urbana,178.0,1.0,377.0
metropolitana,urbana,179.0,5.0,377.0
metropolitana,urbana,180.0,5.0,377.0
metropolitana,urbana,181.0,5.0,377.0
metropolitana,urbana,182.0,4.0,377.0
metropolitana,urbana,183.0,3.0,382.0
metropolitana,urbana,184.0,2.0,382.0
metropolitana,urbana,185.0,2.0,382.0
metropolitana,urbana,186.0,6.0,382.0
metropolitana,urbana,187.0,3.0,366.0
metropolitana,urbana,188.0,6.0,366.0
metropolitana,urbana,189.0,5.0,366.0
metropolitana,urbana,190.0,3.0,366.0
metropolitana,urbana,191.0,5.0,366.0
metropolitana,urbana,192.0,5.0,366.0
metropolitana,urbana,193.0,5.0,421.0
metropolitana,urbana,194.0,4.0,421.0
metropolitana,urbana,195.0,5.0,421.0
metropolitana,urbana,196.0,2.0,421.0
metropolitana,urbana,197.0,2.0,421.0
metropolitana,urbana,198.0,5.0,289.0
metropolitana,urbana,199.0,1.0,289.0
metropolitana,urbana,200.0,3.0,289.0
metropolitana,urbana,201.0,5.0,289.0
metropolitana,urbana,202.0,5.0,289.0
metropolitana,urbana,203.0,2.0,289.0
metropolitana,urbana,204.0,1.0,289.0
metropolitana,urbana,205.0,2.0,289.0
metropolitana,urbana,206.0,5.0,1187.0
metropolitana,urbana,207.0,11.0,1187.0
metropolitana,urbana,208.0,6.0,1187.0
metropolitana,urbana,209.0,8.0,1187.0
metropolitana,urbana,210.0,3.0,1187.0
metropolitana,urbana,211.0,2.0,239.0
metropolitana,urbana,212.0,3.0,239.0
metropolitana,urbana,213.0,1.0,239.0
metropolitana,urbana,214.0,6.0,239.0
metropolitana,urbana,215.0,4.0,239.0
metropolitana,urbana,216.0,5.0,239.0
metropolitana,urbana,217.0,2.0,239.0
metropolitana,urbana,218.0,2.0,239.0
metropolitana,urbana,219.0,10.0,239.0
metropolitana,urbana,220.0,5.0,334.0
metropolitana,urbana,221.0,3.0,334.0
metropolitana,urbana,222.0,5.0,334.0
metropolitana,urbana,223.0,2.0,334.0
metropolitana,urbana,224.0,8.0,334.0
metropolitana,urbana,225.0,3.0,334.0
metropolitana,urbana,226.0,6.0,547.0
metropolitana,urbana,227.0,2.0,547.0
metropolitana,urbana,228.0,6.0,547.0
metropolitana,urbana,229.0,1.0,547.0
metropolitana,urbana,230.0,4.0,547.0
metropolitana,urbana,231.0,4.0,547.0
metropolitana,urbana,232.0,5.0,547.0
metropolitana,urbana,233.0,5.0,547.0
metropolitana,urbana,234.0,4.0,547.0
metropolitana,urbana,235.0,8.0,547.0
metropolitana,urbana,236.0,7.0,547.0
metropolitana,urbana,237.0,3.0,547.0
metropolitana,urbana,238.0,6.0,547.0
metropolitana,urbana,239.0,6.0,131.0
metropolitana,urbana,240.0,3.0,131.0
metropolitana,urbana,241.0,1.0,131.0
metropolitana,urbana,242.0,5.0,131.0
metropolitana,urbana,243.0,4.0,131.0
metropolitana,urbana,244.0,3.0,131.0
metropolitana,urbana,245.0,4.0,131.0
metropolitana,urbana,246.0,6.0,131.0
metropolitana,urbana,247.0,2.0,131.0
metropolitana,urbana,248.0,3.0,131.0
metropolitana,urbana,249.0,6.0,131.0
metropolitana,urbana,250.0,5.0,131.0
metropolitana,urbana,251.0,2.0,750.0
metropolitana,urbana,252.0,3.0,750.0
metropolitana,urbana,253.0,1.0,750.0
metropolitana,urbana,254.0,6.0,750.0
metropolitana,urbana,255.0,7.0,750.0
metropolitana,urbana,256.0,3.0,750.0
metropolitana,urbana,257.0,3.0,750.0
metropolitana,urbana,258.0,10.0,750.0
metropolitana,urbana,259.0,5.0,750.0
metropolitana,urbana,260.0,4.0,750.0
metropolitana,urbana,261.0,6.0,183.0
metropolitana,urbana,262.0,2.0,183.0
metropolitana,urbana,263.0,4.0,183.0
metropolitana,urbana,264.0,5.0,183.0
metropolitana,urbana,265.0,3.0,183.0
metropolitana,urbana,266.0,7.0,183.0
metropolitana,urbana,267.0,4.0,183.0
metropolitana,urbana,268.0,5.0,183.0
metropolitana,urbana,269.0,4.0,2157.0
metropolitana,urbana,270.0,1.0,2157.0
metropolitana,urbana,271.0,3.0,2157.0
metropolitana,urbana,272.0,4.0,2157.0
metropolitana,urbana,273.0,5.0,2157.0
metropolitana,urbana,274.0,4.0,2157.0
metropolitana,urbana,275.0,6.0,2157.0
metropolitana,urbana,276.0,7.0,247.0
metropolitana,urbana,277.0,2.0,247.0
metropolitana,urbana,278.0,1.0,247.0
metropolitana,urbana,279.0,5.0,247.0
metropolitana,urbana,280.0,7.0,247.0
metropolitana,urbana,281.0,4.0,247.0
metropolitana,urbana,282.0,4.0,247.0
metropolitana,urbana,283.0,11.0,247.0
metropolitana,urbana,284.0,3.0,247.0
metropolitana,urbana,285.0,5.0,247.0
metropolitana,urbana,286.0,5.0,247.0
metropolitana,urbana,287.0,7.0,247.0
metropolitana,urbana,288.0,8.0,247.0
metropolitana,urbana,289.0,4.0,247.0
metropolitana,urbana,290.0,4.0,247.0
metropolitana,urbana,291.0,6.0,247.0
metropolitana,urbana,292.0,1.0,305.0
metropolitana,urbana,293.0,3.0,305.0
metropolitana,urbana,294.0,4.0,305.0
metropolitana,urbana,295.0,5.0,305.0
metropolitana,urbana,296.0,2.0,305.0
metropolitana,urbana,297.0,2.0,305.0
metropolitana,urbana,298.0,5.0,563.0
metropolitana,urbana,299.0,4.0,563.0
metropolitana,urbana,300.0,3.0,563.0
metropolitana,urbana,301.0,3.0,563.0
metropolitana,urbana,302.0,4.0,563.0
metropolitana,urbana,303.0,4.0,563.0
metropolitana,urbana,304.0,5.0,563.0
metropolitana,urbana,305.0,1.0,842.0
metropolitana,urbana,306.0,8.0,842.0
metropolitana,urbana,307.0,3.0,842.0
metropolitana,urbana,308.0,5.0,704.0
metropolitana,urbana,309.0,3.0,704.0
metropolitana,urbana,310.0,7.0,704.0
metropolitana,urbana,311.0,3.0,741.0
metropolitana,urbana,312.0,6.0,741.0
metropolitana,urbana,313.0,6.0,741.0
metropolitana,urbana,314.0,2.0,741.0
metropolitana,urbana,315.0,5.0,741.0
metropolitana,urbana,316.0,4.0,741.0
metropolitana,urbana,317.0,3.0,741.0
metropolitana,urbana,318.0,6.0,741.0
metropolitana,urbana,319.0,4.0,741.0
metropolitana,urbana,320.0,8.0,741.0
metropolitana,urbana,321.0,12.0,741.0
metropolitana,urbana,322.0,4.0,328.0
metropolitana,urbana,323.0,5.0,328.0
metropolitana,urbana,324.0,4.0,328.0
metropolitana,urbana,325.0,6.0,328.0
metropolitana,urbana,326.0,4.0,328.0
metropolitana,urbana,327.0,5.0,220.0
metropolitana,urbana,328.0,2.0,220.0
metropolitana,urbana,329.0,3.0,220.0
metropolitana,urbana,330.0,4.0,220.0
metropolitana,urbana,331.0,2.0,220.0
metropolitana,urbana,332.0,4.0,220.0
metropolitana,urbana,333.0,6.0,220.0
metropolitana,urbana,334.0,3.0,220.0
metropolitana,urbana,335.0,4.0,928.0
metropolitana,urbana,336.0,3.0,928.0
metropolitana,urbana,337.0,5.0,928.0
metropolitana,urbana,338.0,3.0,928.0
metropolitana,urbana,339.0,4.0,928.0
metropolitana,urbana,340.0,7.0,928.0
metropolitana,urbana,341.0,5.0,928.0
metropolitana,urbana,342.0,7.0,928.0
metropolitana,urbana,343.0,2.0,928.0
metropolitana,urbana,344.0,4.0,928.0
metropolitana,urbana,345.0,3.0,928.0
metropolitana,urbana,346.0,4.0,928.0
metropolitana,urbana,347.0,10.0,928.0
metropolitana,urbana,348.0,3.0,1185.0
metropolitana,urbana,349.0,4.0,1185.0
metropolitana,urbana,350.0,9.0,1185.0
metropolitana,urbana,351.0,3.0,1185.0
metropolitana,urbana,352.0,6.0,1185.0
metropolitana,urbana,353.0,6.0,1185.0
metropolitana,urbana,354.0,3.0,1185.0
metropolitana,urbana,355.0,6.0,1185.0
metropolitana,urbana,356.0,6.0,1185.0
metropolitana,urbana,357.0,4.0,1185.0
metropolitana,urbana,358.0,6.0,1185.0
metropolitana,urbana,359.0,1.0,1185.0
metropolitana,urbana,360.0,2.0,798.0
metropolitana,urbana,361.0,2.0,798.0
metropolitana,urbana,362.0,7.0,798.0
metropolitana,urbana,363.0,1.0,798.0
metropolitana,urbana,364.0,4.0,798.0
metropolitana,urbana,365.0,5.0,798.0
metropolitana,urbana,366.0,6.0,798.0
metropolitana,urbana,367.0,2.0,798.0
metropolitana,urbana,368.0,2.0,798.0
metropolitana,urbana,369.0,5.0,798.0
metropolitana,urbana,370.0,2.0,798.0
metropolitana,urbana,371.0,6.0,798.0
metropolitana,urbana,372.0,4.0,798.0
metropolitana,urbana,373.0,6.0,798.0
metropolitana,urbana,374.0,4.0,798.0
metropolitana,urbana,375.0,5.0,622.0
metropolitana,urbana,376.0,5.0,622.0
metropolitana,urbana,377.0,4.0,622.0
metropolitana,urbana,378.0,3.0,622.0
metropolitana,urbana,379.0,3.0,622.0
metropolitana,urbana,380.0,5.0,622.0
metropolitana,urbana,381.0,2.0,622.0
metropolitana,urbana,382.0,4.0,622.0
metropolitana,urbana,383.0,2.0,622.0
metropolitana,urbana,384.0,5.0,622.0
metropolitana,urbana,385.0,3.0,622.0
metropolitana,urbana,386.0,5.0,622.0
metropolitana,urbana,387.0,1.0,622.0
metropolitana,urbana,388.0,6.0,622.0
metropolitana,urbana,389.0,3.0,622.0
metropolitana,urbana,390.0,1.0,622.0
metropolitana,urbana,391.0,4.0,622.0
metropolitana,urbana,392.0,5.0,622.0
metropolitana,urbana,393.0,4.0,523.0
metropolitana,urbana,394.0,3.0,523.0
metropolitana,urbana,395.0,5.0,523.0
metropolitana,urbana,396.0,4.0,523.0
metropolitana,urbana,397.0,2.0,523.0
metropolitana,urbana,398.0,6.0,523.0
metropolitana,urbana,399.0,6.0,523.0
metropolitana,urbana,400.0,4.0,523.0
metropolitana,urbana,401.0,4.0,523.0
metropolitana,urbana,402.0,5.0,4448.0
metropolitana,urbana,403.0,9.0,4448.0
metropolitana,urbana,404.0,3.0,4448.0
metropolitana,urbana,405.0,7.0,4448.0
metropolitana,urbana,406.0,6.0,4448.0
metropolitana,urbana,407.0,6.0,4448.0
metropolitana,urbana,408.0,2.0,4448.0
metropolitana,urbana,409.0,5.0,4448.0
metropolitana,urbana,410.0,6.0,1279.0
metropolitana,urbana,411.0,2.0,1279.0
metropolitana,urbana,412.0,6.0,1279.0
metropolitana,urbana,413.0,5.0,1279.0
metropolitana,urbana,414.0,5.0,1279.0
metropolitana,urbana,415.0,5.0,1279.0
metropolitana,urbana,416.0,6.0,902.0
metropolitana,urbana,417.0,4.0,902.0
metropolitana,urbana,418.0,3.0,902.0
metropolitana,urbana,419.0,2.0,902.0
metropolitana,urbana,420.0,9.0,902.0
metropolitana,urbana,421.0,4.0,902.0
metropolitana,urbana,422.0,8.0,902.0
metropolitana,urbana,423.0,3.0,902.0
metropolitana,urbana,424.0,6.0,902.0
metropolitana,urbana,425.0,3.0,875.0
metropolitana,urbana,426.0,3.0,875.0
metropolitana,urbana,427.0,2.0,875.0
metropolitana,urbana,428.0,2.0,875.0
metropolitana,urbana,429.0,3.0,875.0
metropolitana,urbana,430.0,1.0,875.0
metropolitana,urbana,431.0,5.0,875.0
metropolitana,urbana,432.0,3.0,875.0
metropolitana,urbana,433.0,2.0,875.0
metropolitana,urbana,434.0,4.0,184.0
metropolitana,urbana,435.0,5.0,184.0
metropolitana,urbana,436.0,5.0,184.0
metropolitana,urbana,437.0,1.0,184.0
metropolitana,urbana,438.0,4.0,184.0
metropolitana,urbana,439.0,2.0,184.0
metropolitana,urbana,440.0,3.0,184.0
metropolitana,urbana,441.0,3.0,184.0
metropolitana,urbana,442.0,4.0,184.0
metropolitana,urbana,443.0,1.0,184.0
metropolitana,urbana,444.0,4.0,184.0
metropolitana,urbana,445.0,4.0,184.0
metropolitana,urbana,446.0,4.0,184.0
metropolitana,urbana,447.0,5.0,228.0
metropolitana,urbana,448.0,6.0,228.0
metropolitana,urbana,449.0,3.0,228.0
metropolitana,urbana,450.0,5.0,228.0
metropolitana,urbana,451.0,2.0,228.0
metropolitana,urbana,452.0,4.0,228.0
metropolitana,urbana,453.0,6.0,228.0
metropolitana,urbana,454.0,6.0,228.0
metropolitana,urbana,455.0,6.0,598.0
metropolitana,urbana,456.0,6.0,598.0
metropolitana,urbana,457.0,4.0,598.0
metropolitana,urbana,458.0,4.0,598.0
metropolitana,urbana,459.0,9.0,598.0
metropolitana,urbana,460.0,6.0,598.0
metropolitana,urbana,461.0,14.0,1114.0
metropolitana,urbana,462.0,2.0,1114.0
metropolitana,urbana,463.0,4.0,1114.0
metropolitana,urbana,464.0,6.0,1114.0
metropolitana,urbana,465.0,1.0,1114.0
metropolitana,urbana,466.0,4.0,1114.0
metropolitana,urbana,467.0,7.0,1114.0
metropolitana,urbana,468.0,5.0,1114.0
metropolitana,urbana,469.0,5.0,1114.0
metropolitana,urbana,470.0,4.0,1114.0
metropolitana,rural,471.0,7.0,752.0
metropolitana,rural,472.0,9.0,752.0
metropolitana,rural,473.0,5.0,752.0
metropolitana,rural,474.0,6.0,752.0
metropolitana,rural,475.0,9.0,752.0
metropolitana,rural,476.0,6.0,752.0
metropolitana,rural,477.0,6.0,752.0
metropolitana,rural,478.0,5.0,752.0
metropolitana,rural,479.0,3.0,752.0
metropolitana,rural,480.0,6.0,752.0
metropolitana,urbana,481.0,6.0,1667.0
metropolitana,urbana,482.0,5.0,1667.0
metropolitana,urbana,483.0,6.0,1667.0
metropolitana,urbana,484.0,3.0,1667.0
metropolitana,urbana,485.0,5.0,1667.0
metropolitana,urbana,486.0,6.0,1667.0
metropolitana,urbana,487.0,4.0,1667.0
metropolitana,urbana,488.0,5.0,318.0
metropolitana,urbana,489.0,5.0,318.0
metropolitana,urbana,490.0,4.0,318.0
metropolitana,urbana,491.0,5.0,318.0
metropolitana,urbana,492.0,5.0,318.0
metropolitana,urbana,493.0,4.0,318.0
metropolitana,urbana,494.0,6.0,318.0
metropolitana,urbana,495.0,8.0,318.0
metropolitana,urbana,496.0,4.0,318.0
metropolitana,urbana,497.0,6.0,318.0
metropolitana,urbana,498.0,5.0,318.0
metropolitana,rural,499.0,3.0,1524.0
metropolitana,rural,500.0,4.0,1524.0
metropolitana,rural,501.0,11.0,1524.0
metropolitana,rural,502.0,7.0,1524.0
metropolitana,rural,503.0,12.0,1524.0
metropolitana,rural,504.0,7.0,1524.0
metropolitana,rural,505.0,8.0,1524.0
metropolitana,rural,506.0,7.0,1524.0
metropolitana,rural,507.0,2.0,477.0
metropolitana,rural,508.0,8.0,477.0
metropolitana,rural,509.0,8.0,477.0
metropolitana,rural,510.0,1.0,477.0
metropolitana,rural,511.0,2.0,477.0
metropolitana,rural,512.0,6.0,477.0
metropolitana,urbana,513.0,5.0,1526.0
metropolitana,urbana,514.0,4.0,1526.0
metropolitana,urbana,515.0,6.0,1526.0
metropolitana,urbana,516.0,1.0,1526.0
metropolitana,urbana,517.0,9.0,1526.0
metropolitana,urbana,518.0,1.0,1526.0
metropolitana,urbana,519.0,3.0,1526.0
metropolitana,urbana,520.0,6.0,1526.0
metropolitana,urbana,521.0,5.0,1526.0
metropolitana,rural,522.0,7.0,240.0
metropolitana,rural,523.0,2.0,240.0
metropolitana,rural,524.0,4.0,240.0
metropolitana,rural,525.0,2.0,240.0
metropolitana,rural,526.0,7.0,240.0
metropolitana,rural,527.0,1.0,240.0
metropolitana,rural,528.0,1.0,240.0
metropolitana,urbana,529.0,2.0,412.0
metropolitana,urbana,530.0,5.0,412.0
metropolitana,urbana,531.0,3.0,412.0
metropolitana,urbana,532.0,10.0,412.0
metropolitana,urbana,533.0,7.0,412.0
metropolitana,urbana,534.0,5.0,368.0
metropolitana,urbana,535.0,3.0,368.0
metropolitana,urbana,536.0,3.0,368.0
metropolitana,urbana,537.0,4.0,368.0
metropolitana,urbana,538.0,10.0,368.0
metropolitana,urbana,539.0,1.0,638.0
metropolitana,urbana,540.0,4.0,638.0
metropolitana,urbana,541.0,7.0,638.0
metropolitana,urbana,542.0,2.0,638.0
metropolitana,urbana,543.0,7.0,638.0
metropolitana,urbana,544.0,3.0,638.0
metropolitana,urbana,545.0,6.0,256.0
metropolitana,urbana,546.0,2.0,256.0
metropolitana,urbana,547.0,4.0,256.0
metropolitana,urbana,548.0,6.0,256.0
metropolitana,urbana,549.0,2.0,256.0
metropolitana,urbana,550.0,4.0,256.0
metropolitana,urbana,551.0,6.0,256.0
metropolitana,urbana,552.0,2.0,256.0
metropolitana,urbana,553.0,6.0,1233.0
metropolitana,urbana,554.0,8.0,1233.0
metropolitana,urbana,555.0,3.0,1233.0
metropolitana,urbana,556.0,3.0,1233.0
metropolitana,urbana,557.0,4.0,1233.0
metropolitana,urbana,558.0,3.0,680.0
metropolitana,urbana,559.0,2.0,680.0
metropolitana,urbana,560.0,15.0,680.0
metropolitana,urbana,561.0,4.0,680.0
metropolitana,urbana,562.0,2.0,680.0
metropolitana,urbana,563.0,6.0,680.0
metropolitana,urbana,564.0,3.0,680.0
metropolitana,rural,565.0,7.0,318.0
metropolitana,rural,566.0,4.0,318.0
metropolitana,rural,567.0,9.0,318.0
metropolitana,rural,568.0,5.0,318.0
metropolitana,rural,569.0,3.0,318.0
metropolitana,rural,570.0,3.0,318.0
metropolitana,rural,571.0,3.0,318.0
metropolitana,rural,572.0,4.0,318.0
metropolitana,rural,573.0,1.0,318.0
metropolitana,rural,574.0,7.0,318.0
metropolitana,rural,575.0,4.0,318.0
metropolitana,urbana,576.0,6.0,276.0
metropolitana,urbana,577.0,1.0,276.0
metropolitana,urbana,578.0,7.0,276.0
metropolitana,urbana,579.0,2.0,276.0
metropolitana,urbana,580.0,4.0,276.0
metropolitana,urbana,581.0,2.0,276.0
metropolitana,urbana,582.0,4.0,309.0
metropolitana,urbana,583.0,4.0,309.0
metropolitana,urbana,584.0,5.0,309.0
metropolitana,urbana,585.0,2.0,309.0
metropolitana,urbana,586.0,6.0,309.0
metropolitana,urbana,587.0,4.0,309.0
metropolitana,urbana,588.0,5.0,309.0
metropolitana,urbana,589.0,2.0,309.0
metropolitana,urbana,590.0,5.0,309.0
metropolitana,urbana,591.0,5.0,309.0
metropolitana,urbana,592.0,3.0,309.0
metropolitana,urbana,593.0,3.0,427.0
metropolitana,urbana,594.0,5.0,427.0
metropolitana,urbana,595.0,2.0,427.0
metropolitana,urbana,596.0,3.0,427.0
metropolitana,urbana,597.0,7.0,427.0
metropolitana,urbana,598.0,4.0,427.0
metropolitana,urbana,599.0,6.0,427.0
metropolitana,urbana,600.0,10.0,427.0
metropolitana,urbana,601.0,7.0,427.0
metropolitana,urbana,602.0,7.0,257.0
metropolitana,urbana,603.0,4.0,257.0
metropolitana,urbana,604.0,6.0,257.0
metropolitana,urbana,605.0,6.0,257.0
metropolitana,urbana,606.0,3.0,257.0
metropolitana,urbana,607.0,6.0,257.0
metropolitana,urbana,608.0,4.0,257.0
metropolitana,urbana,609.0,4.0,257.0
metropolitana,urbana,610.0,4.0,277.0
metropolitana,urbana,611.0,5.0,277.0
metropolitana,urbana,612.0,2.0,277.0
metropolitana,urbana,613.0,7.0,277.0
metropolitana,urbana,614.0,2.0,277.0
metropolitana,urbana,615.0,8.0,277.0
metropolitana,urbana,616.0,1.0,277.0
metropolitana,urbana,617.0,3.0,277.0
metropolitana,urbana,618.0,5.0,702.0
metropolitana,urbana,619.0,4.0,702.0
metropolitana,urbana,620.0,5.0,702.0
metropolitana,urbana,621.0,4.0,702.0
metropolitana,urbana,622.0,4.0,702.0
metropolitana,urbana,623.0,2.0,702.0
metropolitana,urbana,624.0,4.0,702.0
metropolitana,urbana,625.0,3.0,382.0
metropolitana,urbana,626.0,4.0,382.0
metropolitana,urbana,627.0,5.0,382.0
metropolitana,urbana,628.0,4.0,382.0
metropolitana,urbana,629.0,6.0,382.0
metropolitana,urbana,630.0,4.0,382.0
metropolitana,urbana,631.0,4.0,382.0
metropolitana,urbana,632.0,6.0,382.0
metropolitana,urbana,633.0,5.0,382.0
