region,area,hhid,thogar,hh_wgt
metropolitana,urbana,1,4,541.0
metropolitana,urbana,2,3,541.0
metropolitana,urbana,3,6,541.0
metropolitana,urbana,4,1,541.0
metropolitana,urbana,5,3,541.0
metropolitana,urbana,6,5,541.0
metropolitana,urbana,7,3,541.0
metropolitana,urbana,8,3,541.0
metropolitana,urbana,9,2,305.0
metropolitana,urbana,10,5,305.0
metropolitana,urbana,11,6,305.0
metropolitana,urbana,12,4,305.0
metropolitana,urbana,13,3,305.0
metropolitana,urbana,14,2,305.0
metropolitana,urbana,15,5,593.0
metropolitana,urbana,16,1,593.0
metropolitana,urbana,17,1,593.0
metropolitana,urbana,18,10,593.0
metropolitana,urbana,19,2,593.0
metropolitana,urbana,20,2,593.0
metropolitana,urbana,21,2,593.0
metropolitana,urbana,22,1,593.0
metropolitana,urbana,23,4,593.0
metropolitana,urbana,24,4,700.0
metropolitana,urbana,25,2,700.0
metropolitana,urbana,26,5,700.0
metropolitana,urbana,27,3,700.0
metropolitana,urbana,28,2,700.0
metropolitana,urbana,29,5,700.0
metropolitana,urbana,30,4,700.0
metropolitana,urbana,31,3,700.0
metropolitana,urbana,32,5,700.0
metropolitana,urbana,33,3,700.0
metropolitana,urbana,34,2,700.0
metropolitana,urbana,35,1,700.0
metropolitana,urbana,36,4,706.0
metropolitana,urbana,37,5,706.0
metropolitana,urbana,38,4,706.0
metropolitana,urbana,39,2,706.0
metropolitana,urbana,40,3,706.0
metropolitana,urbana,41,4,706.0
metropolitana,urbana,42,4,706.0
metropolitana,urbana,43,5,706.0
metropolitana,urbana,44,2,706.0
metropolitana,urbana,45,5,706.0
metropolitana,urbana,46,3,679.0
metropolitana,urbana,47,4,679.0
metropolitana,urbana,48,4,679.0
metropolitana,urbana,49,1,679.0
metropolitana,urbana,50,6,679.0
metropolitana,urbana,51,6,679.0
metropolitana,urbana,52,8,679.0
metropolitana,urbana,53,2,679.0
metropolitana,urbana,54,5,724.0
metropolitana,urbana,55,4,724.0
metropolitana,urbana,56,3,724.0
metropolitana,urbana,57,3,724.0
metropolitana,urbana,58,3,724.0
metropolitana,urbana,59,3,724.0
metropolitana,urbana,60,2,724.0
metropolitana,urbana,61,3,724.0
metropolitana,urbana,62,4,724.0
metropolitana,urbana,63,3,1241.0
metropolitana,urbana,64,3,1241.0
metropolitana,urbana,65,5,1241.0
metropolitana,urbana,66,3,1241.0
metropolitana,urbana,67,4,1241.0
metropolitana,urbana,68,3,1241.0
metropolitana,urbana,69,4,1241.0
metropolitana,urbana,70,4,237.0
metropolitana,urbana,71,3,237.0
metropolitana,urbana,72,3,237.0
metropolitana,urbana,73,2,237.0
metropolitana,urbana,74,3,237.0
metropolitana,urbana,75,3,237.0
metropolitana,urbana,76,5,237.0
metropolitana,urbana,77,6,282.0
metropolitana,urbana,78,3,282.0
metropolitana,urbana,79,6,282.0
metropolitana,urbana,80,3,282.0
metropolitana,urbana,81,5,282.0
metropolitana,urbana,82,4,282.0
metropolitana,urbana,83,2,282.0
metropolitana,urbana,84,4,211.0
metropolitana,urbana,85,3,211.0
metropolitana,urbana,86,2,211.0
metropolitana,urbana,87,1,211.0
metropolitana,urbana,88,1,211.0
metropolitana,urbana,89,4,211.0
metropolitana,urbana,90,2,211.0
metropolitana,urbana,91,3,211.0
metropolitana,urbana,92,1,211.0
metropolitana,urbana,93,3,211.0
metropolitana,urbana,94,3,334.0
metropolitana,urbana,95,4,334.0
metropolitana,urbana,96,8,334.0
metropolitana,urbana,97,6,334.0
metropolitana,urbana,98,2,334.0
metropolitana,urbana,99,3,334.0
metropolitana,urbana,100,3,334.0
metropolitana,urbana,101,5,729.0
metropolitana,urbana,102,3,729.0
metropolitana,urbana,103,2,729.0
metropolitana,urbana,104,2,729.0
metropolitana,urbana,105,3,729.0
metropolitana,urbana,106,3,729.0
metropolitana,urbana,107,6,729.0
metropolitana,urbana,108,3,480.0
metropolitana,urbana,109,1,480.0
metropolitana,urbana,110,3,480.0
metropolitana,urbana,111,3,480.0
metropolitana,urbana,112,1,480.0
metropolitana,urbana,113,3,480.0
metropolitana,urbana,114,10,480.0
metropolitana,urbana,115,9,480.0
metropolitana,urbana,116,3,630.0
metropolitana,urbana,117,6,630.0
metropolitana,urbana,118,5,630.0
metropolitana,urbana,119,5,630.0
metropolitana,urbana,120,9,630.0
metropolitana,urbana,121,3,630.0
metropolitana,urbana,122,4,630.0
metropolitana,urbana,123,4,630.0
metropolitana,urbana,124,3,2676.0
metropolitana,urbana,125,2,2676.0
metropolitana,urbana,126,6,2676.0
metropolitana,urbana,127,3,2676.0
metropolitana,urbana,128,6,2676.0
metropolitana,urbana,129,8,2676.0
metropolitana,urbana,130,6,2676.0
metropolitana,urbana,131,3,2676.0
metropolitana,urbana,132,5,2676.0
metropolitana,urbana,133,4,2676.0
metropolitana,urbana,134,3,977.0
metropolitana,urbana,135,7,977.0
metropolitana,urbana,136,8,977.0
metropolitana,urbana,137,4,977.0
metropolitana,urbana,138,4,977.0
metropolitana,urbana,139,8,977.0
metropolitana,urbana,140,4,977.0
metropolitana,urbana,141,1,977.0
metropolitana,urbana,142,2,977.0
metropolitana,urbana,143,7,977.0
metropolitana,urbana,144,2,661.0
metropolitana,urbana,145,1,661.0
metropolitana,urbana,146,7,661.0
metropolitana,urbana,147,3,661.0
metropolitana,urbana,148,5,661.0
metropolitana,urbana,149,4,661.0
metropolitana,urbana,150,1,661.0
metropolitana,urbana,151,3,661.0
metropolitana,urbana,152,2,661.0
metropolitana,urbana,153,1,661.0
metropolitana,urbana,154,9,491.0
metropolitana,urbana,155,4,491.0
metropolitana,urbana,156,2,491.0
metropolitana,urbana,157,4,491.0
metropolitana,urbana,158,5,491.0
metropolitana,urbana,159,1,491.0
metropolitana,urbana,160,2,491.0
metropolitana,urbana,161,6,188.0
metropolitana,urbana,162,4,188.0
metropolitana,urbana,163,4,188.0
metropolitana,urbana,164,5,188.0
metropolitana,urbana,165,3,188.0
metropolitana,urbana,166,3,188.0
metropolitana,urbana,167,5,188.0
metropolitana,urbana,168,2,188.0
metropolitana,urbana,169,7,301.0
metropolitana,urbana,170,1,301.0
metropolitana,urbana,171,3,301.0
metropolitana,urbana,172,6,301.0
metropolitana,urbana,173,3,301.0
metropolitana,urbana,174,5,301.0
metropolitana,urbana,175,1,668.0
metropolitana,urbana,176,3,668.0
metropolitana,urbana,177,5,668.0
metropolitana,urbana,178,1,377.0
metropolitana,urbana,179,5,377.0
metropolitana,urbana,180,5,377.0
metropolitana,urbana,181,5,377.0
metropolitana,urbana,182,4,377.0
metropolitana,urbana,183,3,382.0
metropolitana,urbana,184,2,382.0
metropolitana,urbana,185,2,382.0
metropolitana,urbana,186,6,382.0
metropolitana,urbana,187,3,366.0
metropolitana,urbana,188,6,366.0
metropolitana,urbana,189,5,366.0
metropolitana,urbana,190,3,366.0
metropolitana,urbana,191,5,366.0
metropolitana,urbana,192,5,366.0
metropolitana,urbana,193,5,421.0
metropolitana,urbana,194,4,421.0
metropolitana,urbana,195,5,421.0
metropolitana,urbana,196,2,421.0
metropolitana,urbana,197,2,421.0
metropolitana,urbana,198,5,289.0
metropolitana,urbana,199,1,289.0
metropolitana,urbana,200,3,289.0
metropolitana,urbana,201,5,289.0
metropolitana,urbana,202,5,289.0
metropolitana,urbana,203,2,289.0
metropolitana,urbana,204,1,289.0
metropolitana,urbana,205,2,289.0
metropolitana,urbana,206,5,1187.0
metropolitana,urbana,207,11,1187.0
metropolitana,urbana,208,6,1187.0
metropolitana,urbana,209,8,1187.0
metropolitana,urbana,210,3,1187.0
metropolitana,urbana,211,2,239.0
metropolitana,urbana,212,3,239.0
metropolitana,urbana,213,1,239.0
metropolitana,urbana,214,6,239.0
metropolitana,urbana,215,4,239.0
metropolitana,urbana,216,5,239.0
metropolitana,urbana,217,2,239.0
metropolitana,urbana,218,2,239.0
metropolitana,urbana,219,10,239.0
metropolitana,urbana,220,5,334.0
metropolitana,urbana,221,3,334.0
metropolitana,urbana,222,5,334.0
metropolitana,urbana,223,2,334.0
metropolitana,urbana,224,8,334.0
metropolitana,urbana,225,3,334.0
metropolitana,urbana,226,6,547.0
metropolitana,urbana,227,2,547.0
metropolitana,urbana,228,6,547.0
metropolitana,urbana,229,1,547.0
metropolitana,urbana,230,4,547.0
metropolitana,urbana,231,4,547.0
metropolitana,urbana,232,5,547.0
metropolitana,urbana,233,5,547.0
metropolitana,urbana,234,4,547.0
metropolitana,urbana,235,8,547.0
metropolitana,urbana,236,7,547.0
metropolitana,urbana,237,3,547.0
metropolitana,urbana,238,6,547.0
metropolitana,urbana,239,6,131.0
metropolitana,urbana,240,3,131.0
metropolitana,urbana,241,1,131.0
metropolitana,urbana,242,5,131.0
metropolitana,urbana,243,4,131.0
metropolitana,urbana,244,3,131.0
metropolitana,urbana,245,4,131.0
metropolitana,urbana,246,6,131.0
metropolitana,urbana,247,2,131.0
metropolitana,urbana,248,3,131.0
metropolitana,urbana,249,6,131.0
metropolitana,urbana,250,5,131.0
metropolitana,urbana,251,2,750.0
metropolitana,urbana,252,3,750.0
metropolitana,urbana,253,1,750.0
metropolitana,urbana,254,6,750.0
metropolitana,urbana,255,7,750.0
metropolitana,urbana,256,3,750.0
metropolitana,urbana,257,3,750.0
metropolitana,urbana,258,10,750.0
metropolitana,urbana,259,5,750.0
metropolitana,urbana,260,4,750.0
metropolitana,urbana,261,6,183.0
metropolitana,urbana,262,2,183.0
metropolitana,urbana,263,4,183.0
metropolitana,urbana,264,5,183.0
metropolitana,urbana,265,3,183.0
metropolitana,urbana,266,7,183.0
metropolitana,urbana,267,4,183.0
metropolitana,urbana,268,5,183.0
metropolitana,urbana,269,4,2157.0
metropolitana,urbana,270,1,2157.0
metropolitana,urbana,271,3,2157.0
metropolitana,urbana,272,4,2157.0
metropolitana,urbana,273,5,2157.0
metropolitana,urbana,274,4,2157.0
metropolitana,urbana,275,6,2157.0
metropolitana,urbana,276,7,247.0
metropolitana,urbana,277,2,247.0
metropolitana,urbana,278,1,247.0
metropolitana,urbana,279,5,247.0
metropolitana,urbana,280,7,247.0
metropolitana,urbana,281,4,247.0
metropolitana,urbana,282,4,247.0
metropolitana,urbana,283,11,247.0
metropolitana,urbana,284,3,247.0
metropolitana,urbana,285,5,247.0
metropolitana,urbana,286,5,247.0
metropolitana,urbana,287,7,247.0
metropolitana,urbana,288,8,247.0
metropolitana,urbana,289,4,247.0
metropolitana,urbana,290,4,247.0
metropolitana,urbana,291,6,247.0
metropolitana,urbana,292,1,305.0
metropolitana,urbana,293,3,305.0
metropolitana,urbana,294,4,305.0
metropolitana,urbana,295,5,305.0
metropolitana,urbana,296,2,305.0
metropolitana,urbana,297,2,305.0
metropolitana,urbana,298,5,563.0
metropolitana,urbana,299,4,563.0
metropolitana,urbana,300,3,563.0
metropolitana,urbana,301,3,563.0
metropolitana,urbana,302,4,563.0
metropolitana,urbana,303,4,563.0
metropolitana,urbana,304,5,563.0
metropolitana,urbana,305,1,842.0
metropolitana,urbana,306,8,842.0
metropolitana,urbana,307,3,842.0
metropolitana,urbana,308,5,704.0
metropolitana,urbana,309,3,704.0
metropolitana,urbana,310,7,704.0
metropolitana,urbana,311,3,741.0
metropolitana,urbana,312,6,741.0
metropolitana,urbana,313,6,741.0
metropolitana,urbana,314,2,741.0
metropolitana,urbana,315,5,741.0
metropolitana,urbana,316,4,741.0
metropolitana,urbana,317,3,741.0
metropolitana,urbana,318,6,741.0
metropolitana,urbana,319,4,741.0
metropolitana,urbana,320,8,741.0
metropolitana,urbana,321,12,741.0
metropolitana,urbana,322,4,328.0
metropolitana,urbana,323,5,328.0
metropolitana,urbana,324,4,328.0
metropolitana,urbana,325,6,328.0
metropolitana,urbana,326,4,328.0
metropolitana,urbana,327,5,220.0
metropolitana,urbana,328,2,220.0
metropolitana,urbana,329,3,220.0
metropolitana,urbana,330,4,220.0
metropolitana,urbana,331,2,220.0
metropolitana,urbana,332,4,220.0
metropolitana,urbana,333,6,220.0
metropolitana,urbana,334,3,220.0
metropolitana,urbana,335,4,928.0
metropolitana,urbana,336,3,928.0
metropolitana,urbana,337,5,928.0
metropolitana,urbana,338,3,928.0
metropolitana,urbana,339,4,928.0
metropolitana,urbana,340,7,928.0
metropolitana,urbana,341,5,928.0
metropolitana,urbana,342,7,928.0
metropolitana,urbana,343,2,928.0
metropolitana,urbana,344,4,928.0
metropolitana,urbana,345,3,928.0
metropolitana,urbana,346,4,928.0
metropolitana,urbana,347,10,928.0
metropolitana,urbana,348,3,1185.0
metropolitana,urbana,349,4,1185.0
metropolitana,urbana,350,9,1185.0
metropolitana,urbana,351,3,1185.0
metropolitana,urbana,352,6,1185.0
metropolitana,urbana,353,6,1185.0
metropolitana,urbana,354,3,1185.0
metropolitana,urbana,355,6,1185.0
metropolitana,urbana,356,6,1185.0
metropolitana,urbana,357,4,1185.0
metropolitana,urbana,358,6,1185.0
metropolitana,urbana,359,1,1185.0
metropolitana,urbana,360,2,798.0
metropolitana,urbana,361,2,798.0
metropolitana,urbana,362,7,798.0
metropolitana,urbana,363,1,798.0
metropolitana,urbana,364,4,798.0
metropolitana,urbana,365,5,798.0
metropolitana,urbana,366,6,798.0
metropolitana,urbana,367,2,798.0
metropolitana,urbana,368,2,798.0
metropolitana,urbana,369,5,798.0
metropolitana,urbana,370,2,798.0
metropolitana,urbana,371,6,798.0
metropolitana,urbana,372,4,798.0
metropolitana,urbana,373,6,798.0
metropolitana,urbana,374,4,798.0
metropolitana,urbana,375,5,622.0
metropolitana,urbana,376,5,622.0
metropolitana,urbana,377,4,622.0
metropolitana,urbana,378,3,622.0
metropolitana,urbana,379,3,622.0
metropolitana,urbana,380,5,622.0
metropolitana,urbana,381,2,622.0
metropolitana,urbana,382,4,622.0
metropolitana,urbana,383,2,622.0
metropolitana,urbana,384,5,622.0
metropolitana,urbana,385,3,622.0
metropolitana,urbana,386,5,622.0
metropolitana,urbana,387,1,622.0
metropolitana,urbana,388,6,622.0
metropolitana,urbana,389,3,622.0
metropolitana,urbana,390,1,622.0
metropolitana,urbana,391,4,622.0
metropolitana,urbana,392,5,622.0
metropolitana,urbana,393,4,523.0
metropolitana,urbana,394,3,523.0
metropolitana,urbana,395,5,523.0
metropolitana,urbana,396,4,523.0
metropolitana,urbana,397,2,523.0
metropolitana,urbana,398,6,523.0
metropolitana,urbana,399,6,523.0
metropolitana,urbana,400,4,523.0
metropolitana,urbana,401,4,523.0
metropolitana,urbana,402,5,4448.0
metropolitana,urbana,403,9,4448.0
metropolitana,urbana,404,3,4448.0
metropolitana,urbana,405,7,4448.0
metropolitana,urbana,406,6,4448.0
metropolitana,urbana,407,6,4448.0
metropolitana,urbana,408,2,4448.0
metropolitana,urbana,409,5,4448.0
metropolitana,urbana,410,6,1279.0
metropolitana,urbana,411,2,1279.0
metropolitana,urbana,412,6,1279.0
metropolitana,urbana,413,5,1279.0
metropolitana,urbana,414,5,1279.0
metropolitana,urbana,415,5,1279.0
metropolitana,urbana,416,6,902.0
metropolitana,urbana,417,4,902.0
metropolitana,urbana,418,3,902.0
metropolitana,urbana,419,2,902.0
metropolitana,urbana,420,9,902.0
metropolitana,urbana,421,4,902.0
metropolitana,urbana,422,8,902.0
metropolitana,urbana,423,3,902.0
metropolitana,urbana,424,6,902.0
metropolitana,urbana,425,3,875.0
metropolitana,urbana,426,3,875.0
metropolitana,urbana,427,2,875.0
metropolitana,urbana,428,2,875.0
metropolitana,urbana,429,3,875.0
metropolitana,urbana,430,1,875.0
metropolitana,urbana,431,5,875.0
metropolitana,urbana,432,3,875.0
metropolitana,urbana,433,2,875.0
metropolitana,urbana,434,4,184.0
metropolitana,urbana,435,5,184.0
metropolitana,urbana,436,5,184.0
metropolitana,urbana,437,1,184.0
metropolitana,urbana,438,4,184.0
metropolitana,urbana,439,2,184.0
metropolitana,urbana,440,3,184.0
metropolitana,urbana,441,3,184.0
metropolitana,urbana,442,4,184.0
metropolitana,urbana,443,1,184.0
metropolitana,urbana,444,4,184.0
metropolitana,urbana,445,4,184.0
metropolitana,urbana,446,4,184.0
metropolitana,urbana,447,5,228.0
metropolitana,urbana,448,6,228.0
metropolitana,urbana,449,3,228.0
metropolitana,urbana,450,5,228.0
metropolitana,urbana,451,2,228.0
metropolitana,urbana,452,4,228.0
metropolitana,urbana,453,6,228.0
metropolitana,urbana,454,6,228.0
metropolitana,urbana,455,6,598.0
metropolitana,urbana,456,6,598.0
metropolitana,urbana,457,4,598.0
metropolitana,urbana,458,4,598.0
metropolitana,urbana,459,9,598.0
metropolitana,urbana,460,6,598.0
metropolitana,urbana,461,14,1114.0
metropolitana,urbana,462,2,1114.0
metropolitana,urbana,463,4,1114.0
metropolitana,urbana,464,6,1114.0
metropolitana,urbana,465,1,1114.0
metropolitana,urbana,466,4,1114.0
metropolitana,urbana,467,7,1114.0
metropolitana,urbana,468,5,1114.0
metropolitana,urbana,469,5,1114.0
metropolitana,urbana,470,4,1114.0
metropolitana,rural,471,7,752.0
metropolitana,rural,472,9,752.0
metropolitana,rural,473,5,752.0
metropolitana,rural,474,6,752.0
metropolitana,rural,475,9,752.0
metropolitana,rural,476,6,752.0
metropolitana,rural,477,6,752.0
metropolitana,rural,478,5,752.0
metropolitana,rural,479,3,752.0
metropolitana,rural,480,6,752.0
metropolitana,urbana,481,6,1667.0
metropolitana,urbana,482,5,1667.0
metropolitana,urbana,483,6,1667.0
metropolitana,urbana,484,3,1667.0
metropolitana,urbana,485,5,1667.0
metropolitana,urbana,486,6,1667.0
metropolitana,urbana,487,4,1667.0
metropolitana,urbana,488,5,318.0
metropolitana,urbana,489,5,318.0
metropolitana,urbana,490,4,318.0
metropolitana,urbana,491,5,318.0
metropolitana,urbana,492,5,318.0
metropolitana,urbana,493,4,318.0
metropolitana,urbana,494,6,318.0
metropolitana,urbana,495,8,318.0
metropolitana,urbana,496,4,318.0
metropolitana,urbana,497,6,318.0
metropolitana,urbana,498,5,318.0
metropolitana,rural,499,3,1524.0
metropolitana,rural,500,4,1524.0
metropolitana,rural,501,11,1524.0
metropolitana,rural,502,7,1524.0
metropolitana,rural,503,12,1524.0
metropolitana,rural,504,7,1524.0
metropolitana,rural,505,8,1524.0
metropolitana,rural,506,7,1524.0
metropolitana,rural,507,2,477.0
metropolitana,rural,508,8,477.0
metropolitana,rural,509,8,477.0
metropolitana,rural,510,1,477.0
metropolitana,rural,511,2,477.0
metropolitana,rural,512,6,477.0
metropolitana,urbana,513,5,1526.0
metropolitana,urbana,514,4,1526.0
metropolitana,urbana,515,6,1526.0
metropolitana,urbana,516,1,1526.0
metropolitana,urbana,517,9,1526.0
metropolitana,urbana,518,1,1526.0
metropolitana,urbana,519,3,1526.0
metropolitana,urbana,520,6,1526.0
metropolitana,urbana,521,5,1526.0
metropolitana,rural,522,7,240.0
metropolitana,rural,523,2,240.0
metropolitana,rural,524,4,240.0
metropolitana,rural,525,2,240.0
metropolitana,rural,526,7,240.0
metropolitana,rural,527,1,240.0
metropolitana,rural,528,1,240.0
metropolitana,urbana,529,2,412.0
metropolitana,urbana,530,5,412.0
metropolitana,urbana,531,3,412.0
metropolitana,urbana,532,10,412.0
metropolitana,urbana,533,7,412.0
metropolitana,urbana,534,5,368.0
metropolitana,urbana,535,3,368.0
metropolitana,urbana,536,3,368.0
metropolitana,urbana,537,4,368.0
metropolitana,urbana,538,10,368.0
metropolitana,urbana,539,1,638.0
metropolitana,urbana,540,4,638.0
metropolitana,urbana,541,7,638.0
metropolitana,urbana,542,2,638.0
metropolitana,urbana,543,7,638.0
metropolitana,urbana,544,3,638.0
metropolitana,urbana,545,6,256.0
metropolitana,urbana,546,2,256.0
metropolitana,urbana,547,4,256.0
metropolitana,urbana,548,6,256.0
metropolitana,urbana,549,2,256.0
metropolitana,urbana,550,4,256.0
metropolitana,urbana,551,6,256.0
metropolitana,urbana,552,2,256.0
metropolitana,urbana,553,6,1233.0
metropolitana,urbana,554,8,1233.0
metropolitana,urbana,555,3,1233.0
metropolitana,urbana,556,3,1233.0
metropolitana,urbana,557,4,1233.0
metropolitana,urbana,558,3,680.0
metropolitana,urbana,559,2,680.0
metropolitana,urbana,560,15,680.0
metropolitana,urbana,561,4,680.0
metropolitana,urbana,562,2,680.0
metropolitana,urbana,563,6,680.0
metropolitana,urbana,564,3,680.0
metropolitana,rural,565,7,318.0
metropolitana,rural,566,4,318.0
metropolitana,rural,567,9,318.0
metropolitana,rural,568,5,318.0
metropolitana,rural,569,3,318.0
metropolitana,rural,570,3,318.0
metropolitana,rural,571,3,318.0
metropolitana,rural,572,4,318.0
metropolitana,rural,573,1,318.0
metropolitana,rural,574,7,318.0
metropolitana,rural,575,4,318.0
metropolitana,urbana,576,6,276.0
metropolitana,urbana,577,1,276.0
metropolitana,urbana,578,7,276.0
metropolitana,urbana,579,2,276.0
metropolitana,urbana,580,4,276.0
metropolitana,urbana,581,2,276.0
metropolitana,urbana,582,4,309.0
metropolitana,urbana,583,4,309.0
metropolitana,urbana,584,5,309.0
metropolitana,urbana,585,2,309.0
metropolitana,urbana,586,6,309.0
metropolitana,urbana,587,4,309.0
metropolitana,urbana,588,5,309.0
metropolitana,urbana,589,2,309.0
metropolitana,urbana,590,5,309.0
metropolitana,urbana,591,5,309.0
metropolitana,urbana,592,3,309.0
metropolitana,urbana,593,3,427.0
metropolitana,urbana,594,5,427.0
metropolitana,urbana,595,2,427.0
metropolitana,urbana,596,3,427.0
metropolitana,urbana,597,7,427.0
metropolitana,urbana,598,4,427.0
metropolitana,urbana,599,6,427.0
metropolitana,urbana,600,10,427.0
metropolitana,urbana,601,7,427.0
metropolitana,urbana,602,7,257.0
metropolitana,urbana,603,4,257.0
metropolitana,urbana,604,6,257.0
metropolitana,urbana,605,6,257.0
metropolitana,urbana,606,3,257.0
metropolitana,urbana,607,6,257.0
metropolitana,urbana,608,4,257.0
metropolitana,urbana,609,4,257.0
metropolitana,urbana,610,4,277.0
metropolitana,urbana,611,5,277.0
metropolitana,urbana,612,2,277.0
metropolitana,urbana,613,7,277.0
metropolitana,urbana,614,2,277.0
metropolitana,urbana,615,8,277.0
metropolitana,urbana,616,1,277.0
metropolitana,urbana,617,3,277.0
metropolitana,urbana,618,5,702.0
metropolitana,urbana,619,4,702.0
metropolitana,urbana,620,5,702.0
metropolitana,urbana,621,4,702.0
metropolitana,urbana,622,4,702.0
metropolitana,urbana,623,2,702.0
metropolitana,urbana,624,4,702.0
metropolitana,urbana,625,3,382.0
metropolitana,urbana,626,4,382.0
metropolitana,urbana,627,5,382.0
metropolitana,urbana,628,4,382.0
metropolitana,urbana,629,6,382.0
metropolitana,urbana,630,4,382.0
metropolitana,urbana,631,4,382.0
metropolitana,urbana,632,6,382.0
metropolitana,urbana,633,5,382.0
metropolitana,urbana,634,3,382.0
metropolitana,urbana,635,7,189.0
metropolitana,urbana,636,3,189.0
metropolitana,urbana,637,3,189.0
metropolitana,urbana,638,4,189.0
metropolitana,urbana,639,5,189.0
metropolitana,urbana,640,2,189.0
metropolitana,urbana,641,3,189.0
metropolitana,urbana,642,2,189.0
metropolitana,urbana,643,5,189.0
metropolitana,urbana,644,5,189.0
metropolitana,urbana,645,4,248.0
metropolitana,urbana,646,2,248.0
metropolitana,urbana,647,2,248.0
metropolitana,urbana,648,4,248.0
metropolitana,urbana,649,2,248.0
metropolitana,urbana,650,5,248.0
metropolitana,urbana,651,2,248.0
metropolitana,urbana,652,3,248.0
metropolitana,urbana,653,6,248.0
metropolitana,urbana,654,4,248.0
metropolitana,urbana,655,5,248.0
metropolitana,urbana,656,7,329.0
metropolitana,urbana,657,3,329.0
metropolitana,urbana,658,2,329.0
metropolitana,urbana,659,4,329.0
metropolitana,urbana,660,7,329.0
metropolitana,urbana,661,3,329.0
metropolitana,urbana,662,5,329.0
metropolitana,urbana,663,7,329.0
metropolitana,urbana,664,5,329.0
metropolitana,urbana,665,4,329.0
metropolitana,urbana,666,4,329.0
metropolitana,urbana,667,5,267.0
metropolitana,urbana,668,4,267.0
metropolitana,urbana,669,4,267.0
metropolitana,urbana,670,6,267.0
metropolitana,urbana,671,4,267.0
metropolitana,urbana,672,6,267.0
metropolitana,urbana,673,3,546.0
metropolitana,urbana,674,4,546.0
metropolitana,urbana,675,3,546.0
metropolitana,urbana,676,2,546.0
metropolitana,urbana,677,4,546.0
metropolitana,urbana,678,7,546.0
metropolitana,urbana,679,2,258.0
metropolitana,urbana,680,4,258.0
metropolitana,urbana,681,5,258.0
metropolitana,urbana,682,4,258.0
metropolitana,urbana,683,3,258.0
metropolitana,urbana,684,2,258.0
metropolitana,urbana,685,3,231.0
metropolitana,urbana,686,10,231.0
metropolitana,urbana,687,6,231.0
metropolitana,urbana,688,4,231.0
metropolitana,urbana,689,4,231.0
metropolitana,urbana,690,4,231.0
metropolitana,urbana,691,1,231.0
metropolitana,urbana,692,9,231.0
metropolitana,urbana,693,7,231.0
metropolitana,urbana,694,6,231.0
metropolitana,urbana,695,5,231.0
metropolitana,urbana,696,2,231.0
metropolitana,rural,697,4,1014.0
metropolitana,rural,698,2,1014.0
metropolitana,rural,699,10,1014.0
metropolitana,rural,700,5,1014.0
metropolitana,rural,701,11,1014.0
metropolitana,rural,702,7,1014.0
metropolitana,rural,703,7,1014.0
metropolitana,rural,704,5,1014.0
metropolitana,rural,705,5,1014.0
metropolitana,rural,706,5,864.0
metropolitana,rural,707,7,864.0
metropolitana,rural,708,2,864.0
metropolitana,rural,709,5,864.0
metropolitana,rural,710,4,864.0
metropolitana,rural,711,6,864.0
metropolitana,rural,712,3,864.0
metropolitana,rural,713,3,864.0
metropolitana,rural,714,5,864.0
metropolitana,urbana,715,3,65.0
metropolitana,urbana,716,5,65.0
metropolitana,urbana,717,2,65.0
metropolitana,urbana,718,4,65.0
metropolitana,urbana,719,5,65.0
metropolitana,urbana,720,1,65.0
metropolitana,urbana,721,4,65.0
metropolitana,urbana,722,6,65.0
metropolitana,urbana,723,3,65.0
metropolitana,urbana,724,5,65.0
metropolitana,urbana,725,7,65.0
metropolitana,urbana,726,4,72.0
metropolitana,urbana,727,2,72.0
metropolitana,urbana,728,3,72.0
metropolitana,urbana,729,4,72.0
metropolitana,urbana,730,5,72.0
metropolitana,urbana,731,4,72.0
metropolitana,urbana,732,2,72.0
metropolitana,urbana,733,4,72.0
metropolitana,urbana,734,4,72.0
metropolitana,urbana,735,6,72.0
metropolitana,urbana,736,4,72.0
metropolitana,urbana,737,3,60.0
metropolitana,urbana,738,7,60.0
metropolitana,urbana,739,5,60.0
metropolitana,urbana,740,3,60.0
metropolitana,urbana,741,3,60.0
metropolitana,urbana,742,9,60.0
metropolitana,urbana,743,6,60.0
metropolitana,urbana,744,5,60.0
metropolitana,urbana,745,7,60.0
metropolitana,urbana,746,5,60.0
metropolitana,urbana,747,4,139.0
metropolitana,urbana,748,4,139.0
metropolitana,urbana,749,4,139.0
metropolitana,urbana,750,8,139.0
metropolitana,urbana,751,8,139.0
metropolitana,urbana,752,3,139.0
metropolitana,urbana,753,7,139.0
metropolitana,urbana,754,5,139.0
metropolitana,urbana,755,1,139.0
metropolitana,urbana,756,5,139.0
metropolitana,rural,757,5,623.0
metropolitana,rural,758,4,623.0
metropolitana,rural,759,5,623.0
metropolitana,rural,760,4,623.0
metropolitana,rural,761,5,623.0
metropolitana,rural,762,5,623.0
metropolitana,rural,763,7,623.0
metropolitana,rural,764,4,623.0
metropolitana,rural,765,7,623.0
metropolitana,urbana,766,5,21.0
metropolitana,urbana,767,6,21.0
metropolitana,urbana,768,7,21.0
metropolitana,urbana,769,7,21.0
metropolitana,urbana,770,3,21.0
metropolitana,urbana,771,3,21.0
metropolitana,urbana,772,4,21.0
metropolitana,urbana,773,5,91.0
metropolitana,urbana,774,2,91.0
